artifact,series,month,datapoint_id,value,feature_ref,source_id,source_url,source_tier,confidence,derivation_class,transform_step
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-01,posterior_std:2024-01,4.164119,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-01,posterior_std:2024-01,4.164119,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-02,prior_mean:2024-02,31.853604,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-02,prior_mean:2024-02,31.853604,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-02,prior_mean:2024-02,31.853604,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-02,likelihood_mean:2024-02,28.602205,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-02,likelihood_mean:2024-02,28.602205,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-02,likelihood_mean:2024-02,28.602205,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-02,posterior_mean:2024-02,30.359356,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-02,posterior_mean:2024-02,30.359356,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-02,posterior_mean:2024-02,30.359356,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-02,posterior_std:2024-02,3.306103,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-02,posterior_std:2024-02,3.306103,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-02,posterior_std:2024-02,3.306103,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-03,prior_mean:2024-03,35.578765,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-03,prior_mean:2024-03,35.578765,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-03,prior_mean:2024-03,35.578765,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-03,likelihood_mean:2024-03,29.248205,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-03,likelihood_mean:2024-03,29.248205,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-03,likelihood_mean:2024-03,29.248205,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-03,posterior_mean:2024-03,33.369547,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-03,posterior_mean:2024-03,33.369547,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-03,posterior_mean:2024-03,33.369547,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-03,posterior_std:2024-03,2.880968,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-03,posterior_std:2024-03,2.880968,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q1_2025,https://www.intc.com/news-events/press-releases/detail/1720/intel-reports-first-quarter-2025-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-03,posterior_std:2024-03,2.880968,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-04,prior_mean:2024-04,38.361526,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-04,prior_mean:2024-04,38.361526,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-04,prior_mean:2024-04,38.361526,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-04,prior_mean:2024-04,38.361526,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-04,likelihood_mean:2024-04,27.901288,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-04,likelihood_mean:2024-04,27.901288,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-04,likelihood_mean:2024-04,27.901288,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-04,likelihood_mean:2024-04,27.901288,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-04,posterior_mean:2024-04,35.335470,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-04,posterior_mean:2024-04,35.335470,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-04,posterior_mean:2024-04,35.335470,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-04,posterior_mean:2024-04,35.335470,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-04,posterior_std:2024-04,2.623058,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-04,posterior_std:2024-04,2.623058,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-04,posterior_std:2024-04,2.623058,milestone_stage,intel_news_ramp_c,https://newsroom.intel.com/manufacturing/intel-foundry-advances-ecosystem-support-for-18a-with-ramp-c-enabled-test-chip,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-04,posterior_std:2024-04,2.623058,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-05,prior_mean:2024-05,40.178534,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-05,prior_mean:2024-05,40.178534,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-05,prior_mean:2024-05,40.178534,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-05,prior_mean:2024-05,40.178534,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-05,likelihood_mean:2024-05,30.816038,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-05,likelihood_mean:2024-05,30.816038,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-05,likelihood_mean:2024-05,30.816038,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-05,likelihood_mean:2024-05,30.816038,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-05,posterior_mean:2024-05,37.816404,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-05,posterior_mean:2024-05,37.816404,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-05,posterior_mean:2024-05,37.816404,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-05,posterior_mean:2024-05,37.816404,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-05,posterior_std:2024-05,2.449606,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-05,posterior_std:2024-05,2.449606,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-05,posterior_std:2024-05,2.449606,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-05,posterior_std:2024-05,2.449606,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-06,prior_mean:2024-06,42.470963,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-06,prior_mean:2024-06,42.470963,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-06,prior_mean:2024-06,42.470963,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-06,prior_mean:2024-06,42.470963,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-06,likelihood_mean:2024-06,31.462038,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-06,likelihood_mean:2024-06,31.462038,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-06,likelihood_mean:2024-06,31.462038,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-06,likelihood_mean:2024-06,31.462038,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-06,posterior_mean:2024-06,39.967872,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-06,posterior_mean:2024-06,39.967872,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-06,posterior_mean:2024-06,39.967872,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_mean,2024-06,posterior_mean:2024-06,39.967872,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-06,posterior_std:2024-06,2.325445,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-06,posterior_std:2024-06,2.325445,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q2_2024,https://www.intc.com/news-events/press-releases/detail/1677/intel-reports-second-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-06,posterior_std:2024-06,2.325445,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,posterior_std,2024-06,posterior_std:2024-06,2.325445,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-07,prior_mean:2024-07,44.458279,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-07,prior_mean:2024-07,44.458279,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-07,prior_mean:2024-07,44.458279,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
bayesian_update_timeline.png|posterior_evolution.png,prior_mean,2024-07,prior_mean:2024-07,44.458279,academic_yield_maturity_signal,intel_research_tech_portal,https://www.intel.com/content/www/us/en/newsroom/resources/technology-research.html,public_observed,medium,proxy_derived,recency-decayed signal blend
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-07,likelihood_mean:2024-07,21.904003,gross_margin_gaap_pct|revenue_bil_usd,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly carry-forward
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-07,likelihood_mean:2024-07,21.904003,cfo_gm_signal_strength|ifs_profitability_timeline_score,intel_pr_q3_2024,https://www.intc.com/news-events/press-releases/detail/1688/intel-reports-third-quarter-2024-financial-results,public_observed,high,proxy_derived,quarterly guidance weighting
bayesian_update_timeline.png|posterior_evolution.png,likelihood_mean,2024-07,likelihood_mean:2024-07,21.904003,milestone_stage,intel_news_dod,https://newsroom.intel.com/corporate/intel-foundry-accelerates-progress-on-multiple-u-s-department-of-defense-projects,public_observed,high,proxy_derived,stage_as_of(event_date<=month)
